id_listing,merk,model,segmen,tahun,kilometer,transmisi,bahan_bakar,kapasitas_cc,warna,kota,jumlah_pemilik,riwayat_servis,bekas_banjir,bekas_tabrak,pajak_hidup,budget_user_juta,harga_jual_juta,rekomendasi_score
MB20210502,Daihatsu,Xenia,MPV,2021,63118,MT,Bensin,1368,Merah,Denpasar,1,Sebagian,Tidak,Tidak,Tidak,148.1,148.5,92.8
MB20110503,Daihatsu,Terios,SUV,2011,273692,MT,Bensin,1500,Hitam,Jakarta,4,Tidak Ada,Tidak,Tidak,Ya,70.3,64.8,43.4
MB20150504,Mitsubishi,Xpander,MPV,2015,142030,AT,Bensin,1500,Merah,Depok,2,Sebagian,Tidak,Tidak,Tidak,156.0,115.7,81.3
MB20190505,Daihatsu,Xenia,MPV,2019,117228,MT,Bensin,1347,Merah,Semarang,2,Sebagian,Tidak,Ya,Ya,115.3,95.9,65.3
MB20100506,Mitsubishi,Pajero Sport,SUV,2010,189234,AT,Diesel,2400,Kuning,Jakarta,1,Sebagian,Tidak,Tidak,Ya,133.8,159.7,30.6
MB20130507,Toyota,Agya,City Car,2013,2000,AT,Bensin,1049,Silver,Semarang,3,Lengkap,Ya,Tidak,Ya,50.0,38.0,59.2
MB20170508,Mitsubishi,Pajero Sport,SUV,2017,80630,AT,Diesel,2400,Merah,Bogor,1,Sebagian,Tidak,Tidak,Ya,390.6,402.9,84.2
MB20130509,Mitsubishi,Pajero Sport,SUV,2013,114183,AT,Diesel,2400,Merah,Bekasi,1,Sebagian,Tidak,Ya,Ya,188.6,203.9,41.7
MB20150510,Daihatsu,Xenia,MPV,2015,255512,MT,Bensin,1431,Abu-abu,Bandung,3,Sebagian,Ya,Tidak,Ya,68.2,62.0,36.4
MB20240511,Daihatsu,Xenia,MPV,2024,19870,AT,Bensin,1487,Coklat,Bandung,1,Sebagian,Tidak,Ya,Ya,210.1,156.7,88.3
MB20240512,Toyota,Avanza,MPV,2024,9004,AT,Bensin,1412,Kuning,Jakarta,1,Tidak Ada,Tidak,Tidak,Ya,195.7,239.0,77.5
MB20210513,Honda,Brio,City Car,2021,29809,MT,Bensin,1200,Hitam,Bandung,2,Lengkap,Tidak,Tidak,Ya,179.2,163.2,104.1
MB20130514,Mitsubishi,Xpander,MPV,2013,182683,AT,Bensin,1500,Putih,Semarang,2,Lengkap,Tidak,Tidak,Ya,92.0,83.8,64.3
MB20200515,Mitsubishi,Xpander,MPV,2020,101523,AT,Bensin,1500,Kuning,Denpasar,2,Sebagian,Tidak,Tidak,Ya,203.4,177.0,88.0
MB20220516,Suzuki,Ertiga,MPV,2022,48964,AT,Bensin,1479,Abu-abu,Depok,1,Lengkap,Tidak,Tidak,Ya,295.3,219.6,105.6
MB20120517,Daihatsu,Terios,SUV,2012,179817,AT,Bensin,1500,Abu-abu,Bogor,1,Sebagian,Tidak,Tidak,Ya,101.1,80.7,63.1
MB20140518,Honda,HR-V,SUV,2014,119681,CVT,Bensin,1582,Silver,Makassar,2,Lengkap,Tidak,Tidak,Ya,136.0,149.5,67.8
MB20150519,Daihatsu,Xenia,MPV,2015,169646,MT,Bensin,1326,Biru,Bogor,1,Lengkap,Tidak,Tidak,Tidak,101.1,85.3,78.6
MB20240520,Toyota,Agya,City Car,2024,3801,AT,Bensin,1183,Abu-abu,Denpasar,2,Lengkap,Ya,Tidak,Ya,114.9,145.0,49.6
MB20110521,Suzuki,Ertiga,MPV,2011,171435,AT,Bensin,1452,Putih,Tangerang,2,Tidak Ada,Tidak,Tidak,Ya,86.2,77.2,57.1
MB20200522,Honda,Jazz,Hatchback,2020,68841,MT,Bensin,1500,Hitam,Tangerang,1,Tidak Ada,Ya,Tidak,Ya,158.8,146.2,62.1
MB20190523,Suzuki,Ertiga,MPV,2019,112856,AT,Bensin,1500,Abu-abu,Depok,2,Sebagian,Tidak,Tidak,Ya,123.1,151.1,55.0
MB20240524,Daihatsu,Xenia,MPV,2024,12403,AT,Bensin,1401,Coklat,Tangerang,2,Sebagian,Tidak,Tidak,Ya,240.6,226.5,107.5
MB20120525,Honda,Brio,City Car,2012,113883,AT,Bensin,1200,Merah,Depok,1,Tidak Ada,Tidak,Ya,Tidak,50.0,38.1,49.0
MB20200526,Honda,Jazz,Hatchback,2020,58806,AT,Bensin,1500,Silver,Yogyakarta,4,Sebagian,Tidak,Tidak,Ya,209.6,182.6,91.4
MB20180527,Daihatsu,Terios,SUV,2018,105018,MT,Bensin,1500,Merah,Jakarta,1,Sebagian,Tidak,Tidak,Ya,168.9,162.7,88.9
MB20230528,Daihatsu,Xenia,MPV,2023,24754,MT,Bensin,1473,Merah,Bandung,2,Lengkap,Tidak,Tidak,Ya,258.5,186.2,112.7
MB20190529,Toyota,Innova,MPV,2019,50697,AT,Diesel,2394,Biru,Bandung,1,Lengkap,Tidak,Tidak,Tidak,311.2,329.5,86.7
MB20190530,Toyota,Rush,SUV,2019,78929,AT,Bensin,1500,Putih,Bandung,4,Sebagian,Tidak,Tidak,Ya,120.5,141.1,54.5
MB20190531,Toyota,Rush,SUV,2019,33624,AT,Bensin,1500,Abu-abu,Medan,1,Tidak Ada,Ya,Tidak,Ya,173.1,154.2,63.3
MB20130532,Honda,HR-V,SUV,2013,55422,CVT,Bensin,1711,Hitam,Bandung,1,Sebagian,Tidak,Ya,Ya,104.6,105.4,55.2
MB20120533,Toyota,Avanza,MPV,2012,109623,AT,Bensin,1333,Silver,Bogor,2,Sebagian,Tidak,Tidak,Tidak,69.7,60.2,64.9
MB20140534,Honda,Jazz,Hatchback,2014,215934,MT,Bensin,1500,Abu-abu,Denpasar,2,Lengkap,Tidak,Ya,Ya,59.5,73.8,18.2
MB20190535,Toyota,Innova,MPV,2019,49836,MT,Bensin,2238,Kuning,Jakarta,2,Tidak Ada,Ya,Tidak,Ya,199.8,209.7,51.4
MB20130536,Mitsubishi,Xpander,MPV,2013,124411,MT,Bensin,1500,Silver,Bandung,3,Lengkap,Tidak,Tidak,Ya,84.2,98.9,53.7
MB20210537,Daihatsu,Terios,SUV,2021,29898,AT,Bensin,1500,Coklat,Jakarta,2,Lengkap,Ya,Ya,Tidak,177.0,160.1,59.2
MB20180538,Toyota,Agya,City Car,2018,43037,AT,Bensin,1184,Putih,Bandung,3,Sebagian,Ya,Tidak,Ya,60.8,63.5,52.8
MB20110539,Toyota,Rush,SUV,2011,179303,MT,Bensin,1500,Abu-abu,Yogyakarta,3,Sebagian,Ya,Tidak,Tidak,58.9,59.5,30.6
MB20100540,Toyota,Rush,SUV,2010,276685,AT,Bensin,1500,Abu-abu,Bogor,1,Tidak Ada,Tidak,Tidak,Ya,88.9,75.8,54.8
MB20170541,Suzuki,Ertiga,MPV,2017,198828,AT,Bensin,1456,Hitam,Medan,1,Lengkap,Tidak,Tidak,Ya,106.3,121.0,55.9
MB20200542,Mitsubishi,Xpander,MPV,2020,54054,MT,Bensin,1500,Hitam,Jakarta,3,Tidak Ada,Tidak,Tidak,Ya,207.3,186.1,83.7
MB20120543,Mitsubishi,Pajero Sport,SUV,2012,234071,AT,Diesel,2400,Silver,Jakarta,2,Sebagian,Tidak,Tidak,Tidak,131.4,196.9,0.0
MB20230544,Toyota,Agya,City Car,2023,15945,MT,Bensin,1144,Merah,Medan,2,Sebagian,Tidak,Tidak,Ya,133.5,143.1,90.2
MB20170545,Toyota,Fortuner,SUV,2017,60501,AT,Diesel,2714,Silver,Depok,1,Sebagian,Tidak,Tidak,Ya,190.4,341.9,19.6
MB20100546,Daihatsu,Ayla,City Car,2010,181749,MT,Bensin,1111,Merah,Yogyakarta,4,Lengkap,Tidak,Tidak,Ya,50.0,35.6,56.7
MB20180547,Mitsubishi,Xpander,MPV,2018,108517,AT,Bensin,1500,Silver,Depok,4,Lengkap,Tidak,Tidak,Ya,176.9,148.6,82.6
MB20170548,Honda,HR-V,SUV,2017,75900,CVT,Bensin,1622,Kuning,Tangerang,2,Sebagian,Tidak,Ya,Ya,155.6,138.1,63.1
MB20170549,Daihatsu,Ayla,City Car,2017,154919,MT,Bensin,1102,Merah,Yogyakarta,1,Sebagian,Tidak,Tidak,Ya,59.3,60.8,69.0
MB20240550,Toyota,Fortuner,SUV,2024,6975,AT,Bensin,2743,Kuning,Surabaya,2,Sebagian,Tidak,Ya,Ya,616.8,630.7,84.0
MB20130551,Daihatsu,Terios,SUV,2013,100324,AT,Bensin,1500,Putih,Jakarta,3,Lengkap,Ya,Tidak,Tidak,74.0,71.1,42.4
MB20160552,Toyota,Agya,City Car,2016,91262,MT,Bensin,1065,Putih,Bandung,2,Lengkap,Tidak,Ya,Tidak,50.0,49.9,61.4
MB20170553,Mitsubishi,Xpander,MPV,2017,205237,MT,Bensin,1500,Hitam,Semarang,4,Tidak Ada,Tidak,Ya,Ya,99.4,99.3,45.5
MB20150554,Honda,Brio,City Car,2015,127580,AT,Bensin,1200,Kuning,Bandung,1,Sebagian,Ya,Tidak,Ya,50.0,60.9,23.6
MB20210555,Daihatsu,Terios,SUV,2021,64454,AT,Bensin,1500,Kuning,Bogor,4,Sebagian,Tidak,Tidak,Ya,194.6,184.1,81.6
MB20190556,Toyota,Agya,City Car,2019,111104,AT,Bensin,1041,Silver,Depok,1,Sebagian,Tidak,Tidak,Ya,83.9,78.6,81.2
MB20180557,Daihatsu,Ayla,City Car,2018,171721,MT,Bensin,1197,Merah,Depok,1,Lengkap,Tidak,Tidak,Ya,88.2,79.8,83.8
MB20100558,Mitsubishi,Pajero Sport,SUV,2010,126779,AT,Diesel,2400,Merah,Tangerang,2,Lengkap,Tidak,Ya,Ya,141.5,158.6,35.9
MB20160559,Honda,Jazz,Hatchback,2016,155768,AT,Bensin,1500,Putih,Tangerang,1,Sebagian,Tidak,Tidak,Ya,122.7,105.8,72.5
MB20170560,Mitsubishi,Pajero Sport,SUV,2017,97268,AT,Diesel,2400,Biru,Tangerang,2,Sebagian,Tidak,Tidak,Tidak,276.2,299.4,64.0
MB20110561,Toyota,Avanza,MPV,2011,103222,MT,Bensin,1361,Silver,Denpasar,3,Tidak Ada,Tidak,Tidak,Tidak,53.8,51.1,53.9
MB20180562,Toyota,Avanza,MPV,2018,48443,AT,Bensin,1476,Silver,Bogor,2,Tidak Ada,Tidak,Tidak,Ya,132.5,130.3,80.6
MB20220563,Toyota,Avanza,MPV,2022,49848,MT,Bensin,1374,Biru,Bekasi,5,Lengkap,Tidak,Tidak,Ya,183.1,176.9,91.1
MB20240564,Toyota,Agya,City Car,2024,23912,AT,Bensin,1152,Putih,Denpasar,1,Lengkap,Tidak,Tidak,Ya,159.4,139.9,104.3
MB20140565,Daihatsu,Xenia,MPV,2014,64770,AT,Bensin,1360,Putih,Jakarta,1,Lengkap,Tidak,Tidak,Ya,64.9,76.2,55.7
MB20190566,Suzuki,Ertiga,MPV,2019,165559,MT,Bensin,1445,Kuning,Denpasar,4,Sebagian,Tidak,Tidak,Tidak,159.5,122.6,72.7
MB20110567,Mitsubishi,Pajero Sport,SUV,2011,121542,AT,Diesel,2400,Hitam,Yogyakarta,1,Tidak Ada,Tidak,Tidak,Ya,212.0,202.0,62.4
MB20190568,Honda,HR-V,SUV,2019,61120,CVT,Bensin,1585,Hitam,Yogyakarta,1,Lengkap,Tidak,Tidak,Tidak,271.8,208.4,92.6
MB20190569,Daihatsu,Ayla,City Car,2019,50559,AT,Bensin,1099,Putih,Makassar,1,Lengkap,Tidak,Ya,Tidak,78.3,81.2,74.3
MB20110570,Mitsubishi,Pajero Sport,SUV,2011,83880,AT,Diesel,2400,Coklat,Denpasar,2,Sebagian,Tidak,Tidak,Ya,261.5,221.0,75.1
MB20200571,Honda,HR-V,SUV,2020,72782,CVT,Bensin,1700,Biru,Surabaya,2,Lengkap,Tidak,Tidak,Ya,287.3,237.6,90.1
MB20220572,Toyota,Rush,SUV,2022,16354,AT,Bensin,1500,Merah,Denpasar,3,Sebagian,Tidak,Tidak,Ya,266.7,251.9,95.2
MB20140573,Mitsubishi,Pajero Sport,SUV,2014,160118,AT,Diesel,2400,Hitam,Medan,4,Tidak Ada,Tidak,Tidak,Ya,228.2,224.5,57.8
MB20160574,Toyota,Fortuner,SUV,2016,128679,AT,Bensin,2781,Hitam,Bekasi,2,Lengkap,Tidak,Tidak,Ya,243.6,273.0,58.9
MB20140575,Toyota,Innova,MPV,2014,346452,AT,Bensin,2102,Putih,Makassar,2,Lengkap,Tidak,Tidak,Ya,186.2,162.7,59.1
MB20120576,Mitsubishi,Xpander,MPV,2012,246522,AT,Bensin,1500,Silver,Tangerang,2,Sebagian,Tidak,Tidak,Ya,111.3,89.1,60.2
MB20120577,Honda,HR-V,SUV,2012,163477,CVT,Bensin,1612,Merah,Depok,1,Lengkap,Tidak,Tidak,Ya,123.5,110.4,71.4
MB20200578,Toyota,Agya,City Car,2020,97374,MT,Bensin,1151,Merah,Tangerang,2,Lengkap,Tidak,Tidak,Ya,121.1,99.5,98.3
MB20130579,Daihatsu,Ayla,City Car,2013,131044,AT,Bensin,1060,Abu-abu,Bogor,1,Sebagian,Tidak,Tidak,Ya,53.4,46.0,72.9
MB20170580,Toyota,Avanza,MPV,2017,62691,MT,Bensin,1326,Abu-abu,Medan,3,Lengkap,Tidak,Tidak,Tidak,138.2,117.3,86.4
MB20190581,Daihatsu,Terios,SUV,2019,38562,MT,Bensin,1500,Biru,Jakarta,2,Sebagian,Tidak,Ya,Ya,194.3,163.7,76.4
MB20100582,Honda,HR-V,SUV,2010,102454,AT,Bensin,1722,Coklat,Bogor,2,Sebagian,Tidak,Ya,Tidak,76.1,84.2,35.5
MB20240583,Toyota,Agya,City Car,2024,18437,AT,Bensin,1187,Abu-abu,Bandung,2,Lengkap,Tidak,Tidak,Tidak,215.1,172.3,113.8
MB20190584,Daihatsu,Xenia,MPV,2019,135297,MT,Bensin,1322,Merah,Medan,1,Sebagian,Tidak,Tidak,Ya,132.8,122.3,84.6
MB20240585,Daihatsu,Terios,SUV,2024,5831,MT,Bensin,1500,Merah,Bekasi,1,Tidak Ada,Tidak,Tidak,Ya,355.4,271.7,104.0
MB20170586,Toyota,Innova,MPV,2017,89093,MT,Bensin,2365,Silver,Medan,2,Lengkap,Tidak,Ya,Ya,201.4,193.7,69.5
MB20200587,Honda,HR-V,SUV,2020,55503,CVT,Bensin,1578,Putih,Makassar,3,Lengkap,Tidak,Tidak,Ya,375.2,266.3,101.4
MB20230588,Toyota,Agya,City Car,2023,42596,AT,Bensin,1168,Biru,Depok,2,Lengkap,Tidak,Tidak,Ya,146.5,141.1,101.4
MB20140589,Daihatsu,Terios,SUV,2014,129898,AT,Bensin,1500,Hitam,Semarang,1,Tidak Ada,Tidak,Tidak,Ya,146.5,115.3,76.7
MB20160590,Honda,HR-V,SUV,2016,115464,CVT,Bensin,1530,Coklat,Surabaya,2,Tidak Ada,Tidak,Tidak,Ya,133.5,168.2,39.3
MB20140591,Daihatsu,Terios,SUV,2014,89374,AT,Bensin,1500,Abu-abu,Denpasar,1,Sebagian,Tidak,Tidak,Ya,87.8,119.8,31.9
MB20130592,Toyota,Rush,SUV,2013,200458,AT,Bensin,1500,Merah,Surabaya,2,Sebagian,Tidak,Tidak,Ya,87.8,102.7,46.7
MB20190593,Honda,HR-V,SUV,2019,148899,AT,Bensin,1665,Biru,Semarang,2,Lengkap,Tidak,Tidak,Ya,225.0,193.9,86.2
MB20120594,Toyota,Rush,SUV,2012,97121,MT,Bensin,1500,Hitam,Depok,2,Tidak Ada,Tidak,Tidak,Ya,89.1,83.4,64.4
MB20160595,Mitsubishi,Xpander,MPV,2016,292112,AT,Bensin,1500,Kuning,Bekasi,1,Lengkap,Tidak,Tidak,Ya,110.3,118.8,58.6
MB20210596,Toyota,Avanza,MPV,2021,60977,AT,Bensin,1339,Merah,Bandung,1,Sebagian,Tidak,Tidak,Ya,142.2,175.4,65.3
MB20220597,Mitsubishi,Pajero Sport,SUV,2022,58183,AT,Diesel,2400,Biru,Denpasar,5,Lengkap,Tidak,Tidak,Tidak,436.1,488.2,75.4
MB20140598,Toyota,Rush,SUV,2014,147975,AT,Bensin,1500,Biru,Bogor,2,Lengkap,Tidak,Tidak,Ya,116.8,114.4,72.9
MB20230599,Daihatsu,Xenia,MPV,2023,17704,AT,Bensin,1414,Abu-abu,Surabaya,2,Sebagian,Tidak,Tidak,Ya,212.1,189.9,95.8
MB20160600,Daihatsu,Xenia,MPV,2016,96001,MT,Bensin,1313,Abu-abu,Jakarta,3,Sebagian,Tidak,Tidak,Tidak,73.0,83.7,51.9
MB20210601,Daihatsu,Ayla,City Car,2021,47750,MT,Bensin,1057,Biru,Depok,1,Sebagian,Tidak,Tidak,Tidak,130.4,109.3,97.6
MB20240602,Toyota,Rush,SUV,2024,7325,AT,Bensin,1500,Biru,Bekasi,2,Sebagian,Tidak,Tidak,Ya,282.4,278.9,102.0
MB20190603,Toyota,Agya,City Car,2019,115491,AT,Bensin,1176,Hitam,Semarang,1,Lengkap,Tidak,Tidak,Tidak,80.9,88.7,77.0
MB20190604,Toyota,Avanza,MPV,2019,22257,AT,Bensin,1495,Hitam,Tangerang,2,Lengkap,Tidak,Ya,Ya,98.8,119.1,48.9
MB20160605,Honda,Brio,City Car,2016,151851,MT,Bensin,1200,Coklat,Bekasi,2,Sebagian,Tidak,Ya,Tidak,60.0,61.4,54.8
MB20140606,Daihatsu,Terios,SUV,2014,235781,MT,Bensin,1500,Hitam,Depok,2,Tidak Ada,Tidak,Tidak,Tidak,67.8,85.2,25.6
MB20120607,Toyota,Avanza,MPV,2012,177879,MT,Bensin,1449,Coklat,Semarang,1,Lengkap,Tidak,Tidak,Ya,57.9,68.7,40.8
MB20160608,Daihatsu,Terios,SUV,2016,21248,MT,Bensin,1500,Putih,Yogyakarta,2,Lengkap,Tidak,Tidak,Ya,183.4,135.8,92.2
MB20220609,Toyota,Fortuner,SUV,2022,60208,AT,Diesel,2747,Silver,Depok,2,Sebagian,Tidak,Ya,Tidak,531.8,462.1,85.7
MB20190610,Honda,Brio,City Car,2019,84437,MT,Bensin,1200,Kuning,Bekasi,2,Sebagian,Ya,Tidak,Ya,112.2,83.6,64.6
MB20120611,Honda,Jazz,Hatchback,2012,330786,AT,Bensin,1500,Merah,Tangerang,2,Sebagian,Ya,Ya,Ya,64.0,53.1,17.8
MB20220612,Toyota,Rush,SUV,2022,28285,MT,Bensin,1500,Hitam,Jakarta,3,Tidak Ada,Tidak,Tidak,Ya,209.9,233.8,79.5
MB20230613,Toyota,Fortuner,SUV,2023,36437,AT,Bensin,2656,Biru,Denpasar,2,Sebagian,Tidak,Tidak,Ya,639.8,593.3,103.6
MB20110614,Toyota,Innova,MPV,2011,224123,MT,Bensin,2132,Silver,Bandung,4,Lengkap,Tidak,Tidak,Tidak,124.3,112.8,56.6
MB20100615,Mitsubishi,Xpander,MPV,2010,302393,AT,Bensin,1500,Merah,Bekasi,4,Sebagian,Tidak,Tidak,Ya,82.1,67.5,45.9
MB20100616,Daihatsu,Ayla,City Car,2010,254841,AT,Bensin,1036,Silver,Denpasar,2,Sebagian,Tidak,Tidak,Tidak,50.0,35.3,52.0
MB20160617,Toyota,Agya,City Car,2016,155226,AT,Bensin,1048,Putih,Denpasar,4,Lengkap,Tidak,Tidak,Tidak,50.0,60.2,46.8
MB20220618,Mitsubishi,Xpander,MPV,2022,7437,MT,Bensin,1500,Merah,Depok,2,Sebagian,Tidak,Tidak,Ya,278.0,240.6,100.0
MB20220619,Suzuki,Ertiga,MPV,2022,24424,MT,Bensin,1467,Hitam,Jakarta,5,Sebagian,Ya,Tidak,Ya,168.6,159.4,69.5
MB20180620,Honda,Jazz,Hatchback,2018,54443,AT,Bensin,1500,Hitam,Semarang,3,Sebagian,Tidak,Ya,Ya,141.0,130.5,68.7
MB20190621,Daihatsu,Terios,SUV,2019,81547,AT,Bensin,1500,Hitam,Makassar,2,Sebagian,Tidak,Tidak,Ya,178.6,175.7,85.1
MB20230622,Honda,Jazz,Hatchback,2023,27003,MT,Bensin,1500,Silver,Semarang,2,Lengkap,Tidak,Tidak,Ya,247.4,248.6,101.4
MB20210623,Toyota,Agya,City Car,2021,20295,AT,Bensin,1015,Biru,Depok,3,Tidak Ada,Tidak,Tidak,Tidak,141.3,101.6,92.2
MB20140624,Honda,HR-V,SUV,2014,75327,AT,Bensin,1623,Hitam,Yogyakarta,2,Lengkap,Tidak,Tidak,Ya,142.7,142.5,78.3
MB20150625,Honda,Jazz,Hatchback,2015,294515,MT,Bensin,1500,Silver,Yogyakarta,3,Tidak Ada,Tidak,Tidak,Ya,94.0,86.2,58.1
MB20200626,Honda,Jazz,Hatchback,2020,103862,MT,Bensin,1500,Merah,Surabaya,3,Sebagian,Tidak,Tidak,Ya,142.9,127.7,79.8
MB20200627,Daihatsu,Xenia,MPV,2020,36467,AT,Bensin,1499,Coklat,Makassar,1,Lengkap,Tidak,Tidak,Tidak,181.6,146.9,100.9
MB20220628,Mitsubishi,Xpander,MPV,2022,56057,MT,Bensin,1500,Kuning,Tangerang,1,Lengkap,Ya,Tidak,Ya,221.9,206.0,76.3
MB20180629,Toyota,Fortuner,SUV,2018,40576,AT,Diesel,2515,Kuning,Medan,2,Tidak Ada,Tidak,Ya,Tidak,306.3,309.6,64.6
MB20190630,Suzuki,Ertiga,MPV,2019,116807,AT,Bensin,1458,Biru,Medan,2,Sebagian,Tidak,Tidak,Tidak,176.6,152.9,84.6
MB20110631,Honda,Brio,City Car,2011,274999,AT,Bensin,1200,Kuning,Bekasi,4,Sebagian,Tidak,Tidak,Ya,50.0,38.8,51.2
MB20180632,Toyota,Innova,MPV,2018,103172,AT,Diesel,2339,Merah,Tangerang,1,Sebagian,Tidak,Tidak,Ya,338.6,242.4,84.0
MB20180633,Daihatsu,Xenia,MPV,2018,84369,MT,Bensin,1305,Silver,Makassar,3,Lengkap,Ya,Tidak,Tidak,115.7,92.6,67.8
MB20180634,Toyota,Fortuner,SUV,2018,111255,AT,Bensin,2442,Putih,Bandung,1,Sebagian,Tidak,Tidak,Ya,279.1,360.9,47.5
MB20130635,Honda,HR-V,SUV,2013,140343,AT,Bensin,1588,Coklat,Bandung,2,Sebagian,Tidak,Tidak,Ya,108.8,112.1,58.2
MB20110636,Toyota,Agya,City Car,2011,159634,MT,Bensin,1199,Biru,Makassar,1,Sebagian,Tidak,Tidak,Ya,50.0,35.5,69.2
MB20130637,Daihatsu,Terios,SUV,2013,197536,AT,Bensin,1500,Silver,Bandung,2,Sebagian,Ya,Tidak,Ya,88.4,76.7,39.9
MB20200638,Mitsubishi,Xpander,MPV,2020,111326,AT,Bensin,1500,Biru,Tangerang,1,Tidak Ada,Tidak,Tidak,Ya,176.7,176.4,82.1
MB20220639,Toyota,Innova,MPV,2022,39926,MT,Bensin,2218,Coklat,Makassar,2,Lengkap,Tidak,Ya,Ya,246.8,347.8,39.6
MB20120640,Mitsubishi,Xpander,MPV,2012,437675,AT,Bensin,1500,Hitam,Yogyakarta,2,Sebagian,Tidak,Tidak,Ya,89.3,73.4,44.4
MB20140641,Daihatsu,Xenia,MPV,2014,76337,AT,Bensin,1436,Kuning,Bekasi,1,Lengkap,Tidak,Tidak,Ya,113.9,93.1,84.3
MB20130642,Toyota,Agya,City Car,2013,192836,MT,Bensin,1136,Kuning,Yogyakarta,3,Tidak Ada,Tidak,Tidak,Ya,50.0,39.3,59.5
MB20150643,Toyota,Fortuner,SUV,2015,267277,AT,Diesel,2775,Abu-abu,Surabaya,2,Lengkap,Tidak,Ya,Ya,261.6,203.0,49.6
MB20220644,Suzuki,Ertiga,MPV,2022,70094,AT,Bensin,1438,Hitam,Bogor,2,Tidak Ada,Tidak,Tidak,Ya,165.1,201.4,65.9
MB20210645,Honda,HR-V,SUV,2021,37103,AT,Bensin,1716,Putih,Yogyakarta,5,Lengkap,Tidak,Tidak,Ya,309.5,259.9,92.4
MB20100646,Daihatsu,Ayla,City Car,2010,392511,AT,Bensin,1021,Silver,Semarang,2,Sebagian,Tidak,Ya,Ya,50.0,35.0,31.1
MB20230647,Mitsubishi,Xpander,MPV,2023,51713,AT,Bensin,1500,Putih,Makassar,2,Sebagian,Tidak,Tidak,Ya,227.7,229.8,94.9
MB20220648,Toyota,Rush,SUV,2022,33352,MT,Bensin,1500,Silver,Bekasi,2,Sebagian,Tidak,Tidak,Ya,250.5,236.4,96.4
MB20240649,Toyota,Avanza,MPV,2024,24934,AT,Bensin,1444,Merah,Surabaya,1,Lengkap,Tidak,Tidak,Ya,257.3,223.1,109.5
MB20160650,Toyota,Rush,SUV,2016,142736,MT,Bensin,1500,Silver,Bandung,4,Sebagian,Tidak,Ya,Ya,103.2,123.8,34.3
MB20210651,Toyota,Agya,City Car,2021,39214,MT,Bensin,1045,Biru,Bandung,2,Lengkap,Tidak,Tidak,Tidak,136.4,119.1,104.1
MB20110652,Mitsubishi,Pajero Sport,SUV,2011,181046,AT,Diesel,2400,Kuning,Bogor,2,Lengkap,Tidak,Ya,Ya,128.1,163.6,15.0
MB20220653,Daihatsu,Ayla,City Car,2022,25715,AT,Bensin,1138,Abu-abu,Denpasar,2,Tidak Ada,Tidak,Tidak,Tidak,139.9,112.9,94.7
MB20220654,Toyota,Fortuner,SUV,2022,22380,AT,Bensin,2420,Biru,Denpasar,2,Sebagian,Tidak,Tidak,Tidak,576.6,569.3,101.4
MB20190655,Toyota,Agya,City Car,2019,79089,AT,Bensin,1076,Abu-abu,Denpasar,4,Sebagian,Tidak,Tidak,Tidak,112.2,80.5,85.6
MB20120656,Toyota,Fortuner,SUV,2012,136317,AT,Diesel,2775,Biru,Bekasi,1,Lengkap,Tidak,Tidak,Ya,287.2,223.5,75.9
MB20190657,Honda,HR-V,SUV,2019,59796,AT,Bensin,1639,Abu-abu,Yogyakarta,2,Sebagian,Tidak,Ya,Ya,214.6,211.9,71.8
MB20100658,Mitsubishi,Pajero Sport,SUV,2010,33408,AT,Diesel,2400,Kuning,Denpasar,1,Sebagian,Ya,Tidak,Ya,182.4,150.0,54.9
MB20190659,Mitsubishi,Xpander,MPV,2019,50607,AT,Bensin,1500,Coklat,Semarang,1,Lengkap,Tidak,Tidak,Tidak,188.1,173.1,90.3
MB20120660,Honda,Jazz,Hatchback,2012,118770,MT,Bensin,1500,Merah,Semarang,2,Sebagian,Tidak,Tidak,Ya,75.0,73.8,66.7
MB20220661,Daihatsu,Terios,SUV,2022,27813,MT,Bensin,1500,Putih,Depok,1,Tidak Ada,Tidak,Tidak,Ya,218.5,244.4,84.0
MB20160662,Toyota,Agya,City Car,2016,76753,MT,Bensin,1030,Putih,Denpasar,4,Lengkap,Tidak,Tidak,Tidak,63.6,55.8,80.0
MB20200663,Honda,Brio,City Car,2020,55607,MT,Bensin,1200,Hitam,Yogyakarta,3,Lengkap,Tidak,Tidak,Ya,176.6,134.9,95.3
MB20240664,Honda,Brio,City Car,2024,9946,MT,Bensin,1200,Silver,Makassar,3,Lengkap,Tidak,Ya,Tidak,249.1,173.7,94.1
MB20160665,Toyota,Agya,City Car,2016,41077,MT,Bensin,1026,Merah,Depok,2,Sebagian,Tidak,Tidak,Ya,61.8,63.2,78.7
MB20130666,Honda,HR-V,SUV,2013,254600,AT,Bensin,1794,Putih,Bekasi,2,Sebagian,Tidak,Tidak,Tidak,96.4,100.8,47.3
MB20160667,Toyota,Rush,SUV,2016,99811,MT,Bensin,1500,Abu-abu,Bandung,2,Lengkap,Tidak,Tidak,Ya,118.3,140.4,58.3
MB20180668,Honda,HR-V,SUV,2018,36108,CVT,Bensin,1631,Coklat,Bogor,2,Sebagian,Tidak,Tidak,Ya,287.6,202.6,92.1
MB20170669,Toyota,Agya,City Car,2017,19694,AT,Bensin,1087,Merah,Medan,2,Sebagian,Tidak,Ya,Ya,100.0,72.7,80.8
